predict_flag,true_flag,predicted_flag
['90f7f82224791f874d99231636272f61289ca586'],0.0,0.0
['9fdf4626eabeb68e8e4a3e5c12b78cf744abb8db'],-1.0,0.0
['bb73819c43bfb0069c5459924e26014ef0a4fe35'],0.0,1.0
['df92881e26378bd766cb81672a79f949d30445b3'],-1.0,0.0
['56ecf6181c487c4afdd4f5468652f61bc7954e67'],-1.0,0.0
['1b0addeac93be104fe4c426850266656aa67ae24'],-1.0,0.0
['101883e34a3aff223f64c37be97fe626911e70b1'],-1.0,0.0
['49dc9eea169efb329d7d184df53ce3dea4dface1'],0.0,
['922f61899e1d27e804893a092a28e085d5de124c'],1.0,0.0
"['3f4e5b9769578ec63a0ab3007383c42e5ca917ec', '9ba402824c2dee71e8144a1d025e72aa9e89768b']",-1.0,0.0
['6e961baa45c1f356f9c5d8550c9fed41fe95c23c'],-1.0,0.0
['435475265a299b131d2c519fba4dbb6d0ecba9c1'],-1.0,0.0
['7e11871a912b0dfe5f6b4c9d1d531bdab332a872'],-1.0,0.0
['1ed200e37bb9a5018e51e89ec11d2328f6f4221c'],-1.0,0.0
['ef51a74588435a658eccaa6112c7f1b62f941e9c'],-1.0,0.0
['116286532ee7e92eba6a7f85ce7f84233cb6e802'],-1.0,
['d604c8c3a6978c84a3bee9c49934dfacb7a4208b'],0.0,0.0
['a4878cb48bbf16226b9107c044934824545d5411'],-1.0,0.0
"['0fe3e24a479e3b0f3def0368b87d6f66017e1cf0', '76724d9afce8ed89f1c98e30f6026bdbe0316894']",0.0,0.0
['d18d2de18edb2dedc7c50d553dee81c17fd4c3f8'],1.0,1.0
['45f2f5fc245b9e19d165a49d45464c4919dd9b49'],0.0,0.0
['4e3ed58c596c05b9e38997b0f342f404fb7d24d6'],1.0,0.0
['9f1ddf4a38d33af1ace663a656bf0c8a09a7d236'],0.0,1.0
['84c4ba916a46dff090f005b005f6bca121e794dd'],1.0,1.0
['7620bd827fbcb933b50285c96588affd54265ff6'],1.0,
['792ced7f4891f5793a08f5bec310d3341b32b44e'],-1.0,0.0
['53cc3058e98d19931962ae419fae17e5d0044b2e'],-1.0,0.0
['363860a4ec34ebfc268878c8555a2cdc29bdbd52'],0.0,0.0
['483d167e5bf22626386de40dc9a3442b9218fa94'],1.0,0.0
"['4ce830b4462ecb7851cb0b1d1deaceea4c49635e', '4ce830b4462ecb7851cb0b1d1deaceea4c49635e']",-1.0,0.0
['4776bae3224ab9dc52d83444fc3b4151a5dda920'],-1.0,0.0
['232ae3ccfc85fba08e6f0f0edc484e83d0a3b4f1'],-1.0,0.0
['5cd4ce149767699f53e3d91bafc8025d869bb4e0'],-1.0,0.0
['c9effaa3986a89293db52ee7ac394b3fd191d49c'],-1.0,0.0
"['1fb736773e076d58511d7e4ecd90f84b9df336d8', '814fd16b75cbaf1435c39082d77d658991b3039f']",-1.0,0.0
['d9ba400efeaf4ab01777f2126c4f016fa13d1ff4'],-1.0,0.0
['8c5e1b332910fb3dae4296b276aa41a111d96053'],-1.0,0.0
['547e3221f845a726c97cf4bf57192acc6f39d2ac'],-1.0,0.0
['110053da990e833562462b38bb32a4ed19bab3fb'],-1.0,1.0
['12c1d7bb374c399068108feef8e337ca08c09768'],-1.0,1.0
['6287ce091bcb8c72317bcba984d08691a8be8d56'],-1.0,1.0
['88cb59f984f04662ea3d135d4b83b4a05b46cae5'],-1.0,1.0
['77ebbf1b08019c74164b3609b5d8ea9dade2e842'],-1.0,1.0
['0b4fb5eb3bbdc9a92caac8a3f2d5021ca34a5048'],-1.0,0.0
['98bc4d838e434563c606ae988ea82ab037a79e26'],-1.0,1.0
['d27bc2076faffc2c0bea84dd818cde9d438ed0a6'],-1.0,1.0
['95bd3b95710a610ca7143703f8a7f697a4d98f78'],-1.0,1.0
['fb9f67686a4014809dc024c63d5c407cbd98476d'],-1.0,1.0
['7c839060c2a6b27c363b34f20772c31ed1bb166e'],1.0,0.0
['a78356310e1bcc787cbe88fddc45687e2afc153f'],-1.0,0.0
['6f0277867e03cc03a74251aef1f3abe5584e8f30'],-1.0,1.0
['72bcbbe62013add6443172f56f8f3cb4d8bff36d'],-1.0,1.0
['875c083da3a324bd741101ee21e46f05f6609c00'],-1.0,1.0
['016743fdf71479f460668453d2e314ae0dcece6d'],-1.0,1.0
['e496692a5812dadc4ffc04957c87db1c56360cb1'],-1.0,1.0
['85eac421066bedee46b6bcf4d29eaf54249fd38c'],-1.0,0.0
['3b4cbda5ea3c2f4ae22f4225120353f1976ef5c5'],-1.0,
"['5065880412a18d64890f5d2111f48950161f184b', 'd64dc6663a6ea00b8c72bdbdf072f765fdaa46d6']",1.0,1.0
['c36849aa224d36b8b8ba4292749ff89aa4702122'],-1.0,0.0
['4a235bc9cd3690910f9ba9ebde09964c10fd9f3c'],-1.0,0.0
['3be08e35e4dba1cae451053e3ea85c9a3068ac72'],-1.0,0.0
['f87c22be5daa157d378717d0f1b20a2e79263f22'],-1.0,
['c6e8b5a17b37060436511f175e2ecabdfee41801'],1.0,1.0
['996f3eb30b29db883f824d2b6fbc068bdac1e7c9'],0.0,0.0
"['ddefff5be04e290a6a9af4454a71cd5cb8c36b47', 'fbe84d7fb2364bc58779c9f771209a137f3af9fb']",0.0,0.0
['2328fafd5d8a8b87d00b75b74e8e3b3280a951df'],1.0,1.0
['a456ba5ac1eeb650655faad3e76ad4e072a609e5'],-1.0,0.0
"['1795714007296a739c48600f7302037cc035a657', 'e48e80a504a6f9f10c3e742519895563f19cf200']",-1.0,0.0
['9fa2a99adb2034fcc6812a480dd42f9b708bb05f'],-1.0,0.0
['26b39ca6c8b4fcafd6ec9b75b1e35ab7c9d1856c'],-1.0,0.0
['856c44c53ac0a6e7d13537eed495a61a9344ba7e'],-1.0,0.0
['91d4def19f39c28572bd5305e2585be22dc7f8f1'],-1.0,1.0
['e4b3bf7b2d8758d92c6b2fc9388efd55c0ee26ed'],-1.0,1.0
['8ab510cbdd4bb2426eb4bd0d152f934d9a59e96b'],-1.0,0.0
['a42a93ece9c9c5ab2c719559ed5672b35b0b5be6'],-1.0,1.0
['67fe914227169d0f1fdf063a106870222ff811d9'],-1.0,0.0
['71b6911bfbc913f2030b6a4c95d5fb106c5d6acb'],-1.0,0.0
['a39602e6858e7abeba4a5b0b3bbd326b31046aff'],-1.0,1.0
['dbf050b50ca8fdc777a67e773a58ff88cdce501c'],-1.0,1.0
['066152375814351381b94203d7193900032ef303'],0.0,0.0
['7ae29b812c037f48a65a92f58330bad6ff5db884'],-1.0,0.0
['086727fd9d73afd3e62bbdbdf8fa3c5d41ebc3d1'],-1.0,1.0
['4fb33cfcf1c0937d302b0891522a5e42b4fbad95'],-1.0,1.0
['0435a385e127cdfba6f7fa0a7edce0f57c540d31'],-1.0,0.0
['2806d275173285d72c2b28ddd8f7ac2255fd619c'],-1.0,0.0
['29e91c3269bdce43e66eb9ced4ba332dc6a60359'],-1.0,0.0
['127d6cd8d05de9d420af4c3126b663d946153ee4'],-1.0,0.0
['2cda5da889eed39e3b15d6fd445d975fac87f791'],-1.0,0.0
['45ed8308c647d69b5a36343173cef036c1c32501'],-1.0,0.0
['e00e8e34754d3e415dfcbae74cd943ad3c0778de'],-1.0,1.0
['550270d2c740e6961957483cae77f19231fa953d'],1.0,0.0
['8d3232575db310f6dc0755079f2b561f547b2cc3'],-1.0,1.0
['242f36952afc60fb41db114973f8c52d5ddded8c'],-1.0,0.0
['e875a5a44775044ae45becf0fea17d74892d37f7'],-1.0,0.0
['6051d7ef5c4763186a6043e4027acf61728d2f3d'],-1.0,1.0
['aa640ec25332ce0b165915bb9488da2b1a6ec107'],-1.0,1.0
['3ad8023d94d7e90ebe8d10ee337dc9ae3edfb84f'],-1.0,1.0
['15b0e2f9b1fe1e81df83dac64087e348c23225c4'],-1.0,1.0
['2ff13eef4365803503271d0070971c4072fe9f84'],-1.0,0.0
['daa0b39602dee88006ca0dffe8112fde61f6137b'],-1.0,0.0
['fd6ccc59320cff17111d174fb6777f546d4216ef'],-1.0,0.0
['36ae7911f38ff35cd9358f0bd5f2851f27261b3c'],-1.0,0.0
['65006214bdd14be08e3715ceb58e6a95d0aa3c34'],-1.0,0.0
['d7b24f13345aaaada365ca98b2c98c403127ab33'],-1.0,0.0
['df443b0b7d8272e31d2c552df7731e61174a85d0'],0.0,0.0
['c21b0f2fc880abcf78e39ca1a358dca559b12772'],-1.0,1.0
['9f86b923e96f58c33efcca6d19ab01c166a226b9'],-1.0,0.0
['b819b13138aee94bda669b91b79b7b9e9452cb29'],0.0,0.0
"['bd399ec6744699600a8b6c2dc47de640b26973be', 'ead5b1d02447788750d2787ac584cb73c690b009']",-1.0,0.0
['d629a5ece22037550294f982d47b3a32244a275b'],-1.0,0.0
['ad236a408bb3b8adb51add8b830c967af9eced16'],0.0,0.0
['a9ba71a3844f391a6bbfc5c129daa0acbc59080b'],1.0,0.0
['36e4e140303dd96611324ff5e5195928c6b113c8'],0.0,1.0
"['10a03aed489afd5f2fcd5fc7d649f03cc6f55a4f', '10a03aed489afd5f2fcd5fc7d649f03cc6f55a4f']",0.0,0.0
['d7fc1e6a267c8780f72e111fe10e26b9a33ee818'],0.0,0.0
['d0a2c70218bd38e7e05875c43b162f3948ba0325'],-1.0,1.0
['1939427187c42dbb92118ba281714cef745d0e8c'],-1.0,0.0
['515a028743f548d1d021e7a8a8b1fbf58d70232c'],-1.0,1.0
['0f4e4b0697ddfb8bc21295eeb5716abd5ecbc501'],-1.0,0.0
['dbc3d1ffdff3cf7d1dfcd01764e607d62a7af18c'],-1.0,0.0
['e4e746ce7fe9775c6cdb9630ff2b2b074428cadd'],-1.0,1.0
['7b6be40180f631beada0710d648597f178aeece6'],-1.0,0.0
['c6c3daaaa62d4dcbee12f6a08e67ec08840f131f'],-1.0,0.0
['bdcaa21c2bb723af3fe111ed0cd592fa9c6b171f'],-1.0,1.0
['3f41a97723b1ad6bdcef8fed73a9eb823824e46e'],-1.0,1.0
['4b0044056e1ff98af22f70bee47f47f73d48a64e'],-1.0,1.0
['41b4de78206d6beb49232d37a0d7b2a95f739449'],-1.0,
"['77ecfb2679e390dae7987003eba21ec8828a2812', '9291ffcb3cd848fcd0f838c976d2e1d0fdd7b1a2']",0.0,0.0
['c698437cc9d5e822e5559b6d82de2319b48c0e16'],-1.0,0.0
['6f6d77acf7382871dc7915a665ebf3b925724f14'],-1.0,0.0
['4da92dfdee67b1f6f20f0bfe81025512e1234ff7'],-1.0,0.0
['cd1bb0fbe2e454c018ce7f73eb8a32233ad7e560'],0.0,0.0
['160462b9c2434ab8237c1670fb068d48d1894e0e'],-1.0,0.0
['805c6887f0d3cc72c182ea94528937e737ed8e43'],1.0,0.0
['65f74a1ca72c2788725cea8ec34162f798e4a112'],-1.0,0.0
['a8e84041f3541dde2e53de38d002724cbded7d25'],-1.0,1.0
['fee938d53e0bba8ade059795f1e2c8be4a643973'],-1.0,
['1daa9d8901b9bd7532b5029d9305ab62a44a7fc8'],1.0,1.0
"['060becd6c401a62db210455c32b100c14a977437', '060becd6c401a62db210455c32b100c14a977437']",-1.0,1.0
['e2ce631c240ee296bc15ad572358a4b27c24fec2'],-1.0,1.0
['9aedf560a06046cd96d98c0e9d8557f65384da7c'],-1.0,1.0
['229e27242f05781cd617fe81a79302f6ad6d2f02'],-1.0,0.0
['885cd47a7bf4f49897d127efff4f2e5fa5dc1572'],-1.0,0.0
['7456ff883afdd8b0737f48b23d8716b7af1f10b6'],-1.0,0.0
['03db08c0787ab29fb950a50dee9ab9fdbf8991be'],0.0,0.0
['0e9e821db676b49575725fc15c46e2ec6a0b9398'],-1.0,0.0
['6342188a3ac3164528b1cbb43b14fbe5c3e5a1b8'],-1.0,0.0
['a778282c84687362b08984fa50a797d445b22a23'],-1.0,0.0
['46aab08a91010342025913642a4d0b3e6746f23d'],-1.0,0.0
['76668f863829b1b2df0916aaa57b7ff0cd8825fd'],-1.0,0.0
['82ea0acfa1b6a971a5c3b05fb63e31047e6b5f79'],-1.0,0.0
['128add691738b700420adff4264b91843cd81f5d'],1.0,1.0
['dff8fedd61d925e4678a76af767d2d05d62d8025'],-1.0,0.0
['246216ede7533cf93d018a169b174be132fb7061'],0.0,1.0
['62bb960167b90c14630aa8bf18531eff9ae2dffd'],0.0,0.0
['bec9d1798304341ebfb749b40562cd0930410aa6'],-1.0,1.0
['20286d963926211e49126f81b46631d74a783415'],0.0,1.0
"['862ac64a9362e0cd34d1501eb41b9a02d6610590', 'e84b718d35717e95300f3ec0357c26e7ba8f436e']",-1.0,0.0
['b9ada38ca0c7e6d632eb83ae4cfef6749b46cce4'],-1.0,0.0
['13612827271634d904530f68b7b88557b83503bd'],1.0,0.0
"['c96c51a534856212ced2b6c99d7c273f244fb759', 'cdb72e10668485b605d92f1ddc485ac466540acd']",1.0,0.0
['9f767994be2c98f637664ea761c98bc703f9ece6'],0.0,0.0
['0a1f37ca05cdde7816e6d95f2eea962c02ad079c'],-1.0,0.0
['fd4d1dca3357a3f144762f22d4ed52ba3fca0e9d'],-1.0,0.0
['87a8b4ab5ea2859539af4df0161feb6ee98127a7'],-1.0,0.0
['9d2f9bf93c389307b019be6549d7518ba717f263'],1.0,0.0
['6d339637e663f37e4288e39f792e0a1b49d9d8bb'],1.0,0.0
['58fbb3c5e27bedcb7ad81dc95281721d15143c72'],1.0,1.0
['4266b7a2c4163bcb3dadb2a42345401feb74f255'],1.0,1.0
['a44e322db40791e8331f9eed21415599fa261522'],0.0,0.0
['e13278606b423995602a5cd5f3a1f97b7857cb00'],0.0,
['bc1122babc70135dc3a6c4186d072f99f94b661c'],0.0,0.0
['60df4e17c9b23255952764a5e4d217a47912a3f0'],-1.0,
['ccb313b6b77cd3c8727a2ecd457bad451eacc65d'],1.0,
['cd1d21f8394e136f57ea990a010707abbecca640'],1.0,
['4584d1cfa72d56d25bd39d7db9553e269f4cac62'],1.0,
"['9a40ab9fef27ee58e87822e170148384fca148db', 'bb135881dffef5c192620b5371587f0663f68787']",1.0,1.0
"['76e2cc0643df47d1799cf821cce858dbd6d036b9', '9d238e796793d4f7e487371239336f8fdedd5dc8']",-1.0,0.0
['8905af16dc58033952833bdd6276b9dbf2eebf79'],1.0,1.0
['7d5edd5fa5618a31300d7e3fb0f5681b422c8982'],0.0,0.0
"['be2faeb037c3135e9b688cc23d4fd1f87abf8be4', 'c29decfeca1dab36c7a02a1a1f0d0f45d1e23a78']",1.0,0.0
['62087158061cfb6cb7b6dfa5ac29ff9c668fc7be'],1.0,0.0
['3aa7d783e71fa6059da5511a79a84ff59405c3ff'],0.0,1.0
"['2e2484e4107a959c5b3eaee777367e448dfe7133', 'f0c678e780fbcb2fb723c212afdb6fa6cd51fbfa']",1.0,1.0
"['35745aff228b52ad4c32b697d6f4aeb4ab4bc74f', 'affdadda25938df3b3e9051731551ccf15a16240']",-1.0,0.0
['e2209670f773245d6f97442530dee2f1eaa1087b'],-1.0,0.0
['2e99800df2494f5e25506d49192df93ff8c828a9'],0.0,0.0
['795eaccecb80d135292e1590545cb7f30330001a'],-1.0,0.0
['b66a2c0f327a67bc1802e782a57dd4b72e07bca8'],0.0,0.0
['8a2c9c5ef3bfd53835cf6759e45ea3095992d4f8'],-1.0,0.0
['cfc9a2aea3636d4a3f698a120f13df3b894878bd'],1.0,1.0
['4961c8f3e6285a5af91a358bbf76f6206b9fe414'],1.0,1.0
['25492bd9180adb4383a002b8c4b574f573451199'],0.0,0.0
['fd428c9f5765ad18188786a798a506f6a9a6493d'],-1.0,
['ef1a8e4cddedf8127a253078ef34b884e95eb860'],0.0,0.0
['d2fc6337131e3a786936098cc47af96f46464087'],1.0,0.0
['b44a237833773764b126b2e6a612a2baa85fa995'],1.0,0.0
"['3910a10aaaecc8c5bd25baa13b7b4421c2bdc40f', '9a6fdafb68d3755f3b0b3857ba49aa15c886f599']",0.0,0.0
['b9404f22fc10bd399efa8c3c688da550fc37a70f'],-1.0,0.0
['b12e01b02faf2fcb51dc46e0578cbda7f6b92fc4'],-1.0,0.0
['f14f28dcc7aaa489a2a7214caa129947a09e2498'],-1.0,
['1eaa9d4a08f6f3d8cd26d34627e90c5743aaf420'],0.0,0.0
['e09d5be2164c875f8ef246ba89c93cf6a43de336'],1.0,1.0
"['b5299088e9d5f8af299fbf1851e2e452e3d35ed3', 'f0418ae3a52ca9d7fced29023ccd9e28ad43c6ef']",0.0,1.0
['095015a63b0868a36abaf780e2cbe11623f25910'],-1.0,0.0
['19b8de7edec8f870618d660b4a7d42b50909fa84'],-1.0,0.0
['d4429fcb91e56cdc86efb7f5fdb2bc94813a5870'],1.0,0.0
['14eda0d125796a332c8ca9b5400af2afd162b1c3'],-1.0,1.0
['d3480c5630f14c74f9bd138989c6612fec5988d0'],1.0,1.0
['a694c0c44cf2f4639b799fe9afaad08bc1ff4fa9'],0.0,0.0
['a5e9057752be809d7d73f8b1003740daf9930b6b'],-1.0,0.0
['cf3f9380d068113830638ce613eef13fbba9cc98'],-1.0,0.0
['d25622f17ead044d7fcf9ec99e3c171ca7d267d6'],-1.0,0.0
['e9de70668bc2f665bef3502d9f917dd1543e0025'],-1.0,0.0
['41c474d12920264cf0ff25e2f87de894de8f2927'],1.0,0.0
['d62beb2df523fa42fc3aae9991873bbd8f9d982f'],-1.0,0.0
['83a1665be55649fb57c1630e5d900e91697badf7'],0.0,0.0
['9abca424ea17de54dd7f8f67bcbb8bbcbdc76c9c'],1.0,0.0
['8171b7ba48d701846aabf1982592703beee0aabb'],1.0,0.0
['80ddb1aee6604dad681ed7d79c10a56619e5e847'],-1.0,0.0
['59a045e4cb18df3463a22985e70cb0173bbac196'],-1.0,1.0
['898889d20e721348387dc04f781514327ea988b4'],-1.0,0.0
['041a4872fef82016c21ffc9148a20a7086d95bda'],-1.0,1.0
['9098908cc8cef2c8074185f5fbd662e51d53dc92'],-1.0,0.0
['0bbbefeb3f64253bef0b567d7d26a366983fb41d'],1.0,0.0
['1ef29a36542e4fc8026c43eaba406eea7d9f1750'],-1.0,0.0
['2e20387671043eecc920f418be7b7fce7376acc8'],-1.0,0.0
['c9e373dd7d22ee99dae715cba50d8b497db98ac6'],-1.0,1.0
['b57887bafdc2419121ffce8f2001dd8db1408092'],0.0,0.0
['0f458210bcc274041859bf6f26af06f4dc17000a'],-1.0,
['94497e78e40e3dcd63449f0f5e76313ddc20bd57'],-1.0,
['33afaebb95832e3bc859da63902dc2d6dc8bc280'],1.0,0.0
"['7facf5c772724cc729dddbcca434b66edf106bb1', '8ec34109dbc9c0171c8bbe95666c810835475f4b']",-1.0,0.0
['176f8ab872c0cce7b3c87df2f79135e0d39fa3a4'],0.0,0.0
['365c58bc8065cbe7e37e2befc8e6dff22bc6af19'],1.0,1.0
['923c172044537a223711bd778cbee77da4a4d6ed'],-1.0,0.0
['059347338989821e280a3f1f301de960df8e4f1b'],-1.0,0.0
['c72d7886ad6436cee65ff72b295304e265db4e8b'],0.0,
['58edbdedc7597c5fa70d66a6d1f0c24a290a11b0'],-1.0,1.0
"['10f5af82f96e1482d800d8db7416cf35d46b863b', '6ba93817a947fe344881bbd86cb22bb3e6542700']",0.0,1.0
['e70bef6032ef9ca78e6b37b240093af067af7e85'],0.0,0.0
"['2453f10d0fdd6d7c78849c1738eedfafab81a668', 'db4a6ae4c6cb9e62c4fd87dae7d39921e507de6e']",-1.0,0.0
['b84396895cfe1651c9b9ff7d1c909580842c5fa8'],-1.0,0.0
['927ec0b54e31631005aed4b33b937e9f22abd2ba'],-1.0,1.0
['7adb3a819d45917f4155be9e2fc0c3b07221dab6'],-1.0,1.0
['c5c6ae8c9a52d8ea6c96a8eba236ba4dd3c131c1'],-1.0,0.0
['fc733c573cd92cbb839469579f92fe2ebba93285'],-1.0,1.0
['d80cb09ecfd77843db378afa8dea72f7dbce7135'],-1.0,1.0
['914a208fc2c62c44164ae601a575a225a69ca6ab'],-1.0,1.0
['3574be3c036730ef24bc1dc398a2b9e90da68689'],1.0,0.0
['2d869cf71928a7650dd908a1582a9615a04bfd30'],1.0,0.0
['0e60069ee5eb52ec193be2afe2ada4b23b992a94'],0.0,0.0
['b35fc42d36b3f8dbcdf36e320e6df5a97eca24ff'],1.0,0.0
"['77816b541f30c8907347ce56c60d910288bc4c0a', '7ce813e8c20b82a7281063b285c861effbc2bba4']",-1.0,0.0
['c4c91cc8ab6186dcc46ce3b1e24b0bc83152adda'],-1.0,1.0
['388e1ebc57f52418cf635ab45bea951e69126941'],-1.0,0.0
['94e98ed88a0c2e8696c08f7e0c59a219da1b3404'],-1.0,1.0
['ae57798f14d235f24fc5c94533a0210cd515de5d'],0.0,0.0
['576a3556e296d6562c988e6f998665946f2d29ad'],-1.0,1.0
['e949a956cc670c4295f7d1d511d396a3991fd6e1'],-1.0,0.0
['38e44ab07f130aef1476ecf2ad4cebf476f90aac'],-1.0,0.0
['c9790501bedffea2005b571727084f89cc1836b5'],-1.0,0.0
['3cc1bafba9d6a4829845bd51a4e04993680c4dc7'],-1.0,0.0
['d83649bbef0331a2261514ee7b8754a8aaa17dd2'],-1.0,0.0
['e4e29d4fe9f9e2ac0566a4ff7c90739c05e0f41d'],-1.0,0.0
['08d524d2e263a9918e1b995cfaf56f1e50925ed0'],-1.0,0.0
['2520d61b4e995d4f06e7a80035fbf0e967b65b95'],0.0,0.0
['d8479eeafdc13c71cddd464ca3b09c65c708a66d'],-1.0,0.0
['e3a04ebe836bbc0156d07ea4dfcc092c12d2ccda'],-1.0,0.0
['19082f7b2079f3376970d6860928254720bf2e5c'],1.0,0.0
['31680d18e978d8b0612044434714450f518abd03'],0.0,0.0
['0fc083743ee641367643fe853ab872e831df4ccd'],-1.0,0.0
['4ef7f2b4171b883c8dceac180740e5f9de9324ad'],0.0,1.0
['7ccfbdf2ed20f632ed4298917e28824afec38360'],-1.0,0.0
['9b773669e5e6d3b5a0e4474e6ad5b00f33a44940'],0.0,
"['02da0ea7bff3da8e7f7e25bdff9b0c57ac891a68', 'edc18b3283aa5f122925eeb406e4e2ae4bb32d55']",-1.0,0.0
['43b9e64e8df908247ff61be0413b2a782d2b0c53'],-1.0,1.0
['3a210c6c3e8cde94e15efb3cd2d1ca0efc51229d'],-1.0,1.0
['5c3ea3abf20179fb40ad02a69de13943f7a05c73'],-1.0,1.0
['a202b7084758296a05e4fe41949868b7442eb5fb'],-1.0,
['45108a3a8d3d8ab620bfade1e7e0be1f2b5b8bc4'],0.0,0.0
['3e7b1dadc250e4ddb82e5d459be70212a5ebf985'],-1.0,0.0
['a161f10d64cb33803bc76f342f326497119e1257'],1.0,0.0
"['350302982092bf366e75dc5f7846483ff976227f', '563d7617376ebe89dfb8edde42f2af4d96c6084e']",0.0,1.0
['0cbc11089cde18214cc20c901bfad1997e3418fe'],-1.0,0.0
['ac798544f5f39c07f5febf8649b9c158ef25dd7f'],1.0,0.0
['a7ca7d27a9444b465a8c2a4cbc520fb6b887dc96'],-1.0,0.0
['b6e26a035ceea2bd2d4e7fd7cada5e3c5c7dfa11'],0.0,0.0
['9f5630f3204e69e57a6c160e4a8459c2b129a413'],-1.0,1.0
['476a4a02ada155565f20b8ccbb53d3343c0017a2'],1.0,1.0
